DBA,ADDRESS,LON,LAT,BORO,ZIPCODE,CUISINE DESCRIPTION,VIOLATION POINTS,GRADE,GRADE DATE
HALAL DYNASTY CHINESE RESTAURANT,"17233 Hillside Avenue, Queens New York 11432",-73.7811128,40.7133628,QUEENS,11432,Chinese,9,A,5/12/2015
UNITED KITCHEN,"766 Liberty Avenue, Brooklyn New York 11208",-73.8815412,40.6764332,BROOKLYN,11208,Chinese,12,A,5/12/2015
NEW MOON STAR RESTAURANT,"172-16 46 Avenue, Queens New York 11358",-73.7927457,40.7529952,QUEENS,11358,Chinese,12,A,5/12/2015
SORRENTO'S PIZZERIA,"2004 Williamsbridge Road, Bronx New York 10461",-73.8542579,40.8544876,BRONX,10461,Pizza/Italian,4,A,5/12/2015
LA TRAVIATA PIZZA,"101 West 68 Street, Manhattan New York 10023",-73.9809475,40.7751046,MANHATTAN,10023,Pizza,11,A,5/12/2015
REGAL ENTERTAINMENT GROUP,"102 North End Avenue, Manhattan New York 10282",-74.01521,40.7149956,MANHATTAN,10282,American ,6,A,5/12/2015
NATIONAL BAKERY,"1522 Westchester Avenue, Bronx New York 10472",-73.8788506,40.8284417,BRONX,10472,Bakery,20,Z,5/12/2015
BALBOA RESTAURANT.,"1655 Bedford Avenue, Brooklyn New York 11225",-73.9565078,40.6660792,BROOKLYN,11225,Caribbean,44,Z,5/12/2015
PALA,"198 Allen Street, Manhattan New York 10002",-73.9885799,40.7223506,MANHATTAN,10002,Italian,10,A,5/12/2015
PORTER HOUSE NEW YORK,"10 Columbus Circle, Manhattan New York 10019",-73.9827037,40.7684141,MANHATTAN,10019,American ,12,A,5/12/2015
BURGER KING,"1851 Bruckner Boulevard, Bronx New York 10472",-73.8628755,40.8273417,BRONX,10472,Hamburgers,10,A,5/12/2015
AMERADA HESS EXPRESS CAFE,"1185 6 Avenue, Manhattan New York 10036",-73.9824347,40.7578271,MANHATTAN,10036,American ,8,A,5/12/2015
LOUNGE 247 I M O K,"247 Eldridge Street, Manhattan New York 10002",-73.9897601,40.7228168,MANHATTAN,10002,American ,18,Z,5/12/2015
SAL'S RESTAURANT,"8101 Northern Boulevard, Queens New York 11372",-73.8572633,40.7580223,QUEENS,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,5/12/2015
PRUNE,"54 East 1 Street, Manhattan New York 10003",-73.989366,40.723918,MANHATTAN,10003,American ,9,A,5/12/2015
BING DELI GROCERY,"1415 Gravesend Neck Road, Brooklyn New York 11229",-73.9561038,40.5949688,BROOKLYN,11229,Bakery,12,A,5/12/2015
SBARRO,"159 West 33 Street, Manhattan New York 10001",-73.9908242,40.7503465,MANHATTAN,10001,Pizza/Italian,7,A,5/12/2015
LUPITA RESTAURANT,"561 Southern Boulevard, Bronx New York 10455",-73.903227,40.812695,BRONX,10455,Mexican,7,A,5/12/2015
NEW HONG FA,"1358 White Plains Road, Bronx New York 10462",-73.8627717,40.834672,BRONX,10462,Chinese,9,A,5/12/2015
LOVE CAFE & BAR,"430 2Nd Ave, Manhattan New York 10010",-73.9798338,40.7387891,MANHATTAN,10010,Eastern European,10,A,5/12/2015
DEGREZIA,"231 East 50 Street, Manhattan New York 10022",-73.969415,40.755512,MANHATTAN,10022,Italian,9,A,5/12/2015
NORTH END GRILL,"102 North End Avenue, Manhattan New York 10282",-74.01521,40.7149956,MANHATTAN,10282,Seafood,9,A,5/12/2015
RIVIERA,"3448 Steinway Street, Queens New York 11101",-73.922037,40.7556538,QUEENS,11101,American ,9,A,5/12/2015
UJA FEDERATION,"130 East 59 Street, Manhattan New York 10022",-73.9688623,40.7622651,MANHATTAN,10022,Jewish/Kosher,3,A,5/12/2015
PAPA JOHNS,"1612 Neptune Avenue, Brooklyn New York 11224",-73.984513,40.5787321,BROOKLYN,11224,Pizza,7,A,5/12/2015
LA TRANQUILITE RESTAURANT,"891315 Glenwood Road, Brooklyn New York 11236",-73.9286283,40.6351851,BROOKLYN,11236,Creole,12,A,5/12/2015
DUNKIN' DONUTS,"306 7 Avenue, Brooklyn New York 11215",-73.9810678,40.6678271,BROOKLYN,11215,Donuts,2,A,5/12/2015
PEPPINO'S,"7708 3 Avenue, Brooklyn New York 11209",-74.0287156,40.6298587,BROOKLYN,11209,Italian,12,A,5/12/2015
GRK Fresh Greek,"111 Fulton Street, Manhattan New York 10038",-74.0068953,40.7099922,MANHATTAN,10038,Greek,12,A,5/12/2015
KENNEDY FRIED CHICKEN,"707 Lydig Avenue, Bronx New York 10462",-73.8672423,40.8545681,BRONX,10462,Chicken,13,A,5/12/2015
SUBWAY,"107 Mill Road, Staten Island New York 10306",-74.109837,40.566729,STATEN ISLAND,10306,Sandwiches,5,A,5/12/2015
STAGE STAR DELI,"105 West 55 Street, Manhattan New York 10019",-73.9785989,40.7634069,MANHATTAN,10019,Delicatessen,7,A,5/12/2015
THE MONRO,"481 5 Avenue, Brooklyn New York 11215",-73.9872287,40.6676427,BROOKLYN,11215,English,7,A,5/12/2015
LONG CHENG RESTAURANT,"2977 Fulton Street, Brooklyn New York 11208",-73.885007,40.680012,BROOKLYN,11208,Chinese,5,A,5/12/2015
STARBUCKS COFFEE,"871 8 Avenue, Manhattan New York 10019",-73.9853857,40.7637587,MANHATTAN,10019,Café/Coffee/Tea,5,A,5/12/2015
EMILY BAR RESTAURANT,"3564 95Th St, Queens New York 11372",-73.8732792,40.7577985,QUEENS,11372,Spanish,10,A,5/12/2015
TACOS GLORIA,"103-07 Martense Avenue, Queens New York 11368",-73.8563514,40.7406906,QUEENS,11368,Mexican,8,A,5/12/2015
CARVEL ICE CREAM,"171-15 Northern Boulevard, Queens New York 11358",-73.7952062,40.7581643,QUEENS,11358,"Ice Cream, Gelato, Yogurt, Ices",4,A,5/12/2015
CARVEL ICE CREAM,"480 Forest Avenue, Staten Island New York 10310",-74.1063547,40.6302504,STATEN ISLAND,10310,"Ice Cream, Gelato, Yogurt, Ices",9,A,5/12/2015
CHARLOTTE RESTAURANT BAR & LOUNGE,"145 West 44 Street, Manhattan New York 10036",-73.9848648,40.7571164,MANHATTAN,10036,American ,22,Z,5/12/2015
DUNKIN' DONUTS,"712 East 233 Street, Bronx New York 10466",-73.8569751,40.8930272,BRONX,10466,Donuts,13,A,5/12/2015
UNCLE LOUIE G,"3316 Amboy Road, Staten Island New York 10306",-74.135193,40.559748,STATEN ISLAND,10306,"Ice Cream, Gelato, Yogurt, Ices",5,A,5/12/2015
TERROIR TRIBECA,"24 Harrison Street, Manhattan New York 10013",-73.963689,40.795515,MANHATTAN,10013,Italian,10,A,5/12/2015
SOPHIES'S BISTRO,"1904 Coney Island Avenue, Brooklyn New York 11230",-73.962701,40.610899,BROOKLYN,11230,Jewish/Kosher,4,A,5/12/2015
BOCBOC CHICKEN DELICIOUS,"9015 Queens Boulevard, Queens New York 11373",-73.8705157,40.7344654,QUEENS,11373,Asian,12,A,5/12/2015
Y & Y GLATT KOSHER CATERING,"4464 Broadway, Manhattan New York 10040",-73.9323173,40.8569008,MANHATTAN,10040,Jewish/Kosher,11,A,5/12/2015
BREAD TALK,"47 Catherine Street, Manhattan New York 10038",-73.996572,40.711867,MANHATTAN,10038,Bakery,12,A,5/12/2015
EL PARAISO BAR & RESTAURANT,"9910 37 Avenue, Queens New York 11368",-73.867651,40.752163,QUEENS,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",26,Z,5/12/2015
DESTINY/NORTH RIVER LOBSTER,"Pier 83 @ West 43 Street, Manhattan New York 10036",-74.009418,40.7019439,MANHATTAN,10036,American ,9,A,5/12/2015
121 FULTON STREET,"121 Fulton Street, Manhattan New York 10038",-74.0070554,40.7100732,MANHATTAN,10038,American ,7,A,5/12/2015
DUNKIN' DONUTS,"1791 Westchester Avenue, Bronx New York 10472",-73.866873,40.8319321,BRONX,10472,Donuts,5,A,5/12/2015
SUBWAY,"201 East 116 Street, Manhattan New York 10029",-73.9396701,40.797999,MANHATTAN,10029,American ,11,A,5/12/2015
JOE JOE PIZZERIA,"739 Henderson Avenue, Staten Island New York 10310",-74.1170896,40.6372286,STATEN ISLAND,10310,Pizza/Italian,13,A,5/12/2015
BLACK ANT,"60 2 Avenue, Manhattan New York 10003",-73.989298,40.725716,MANHATTAN,10003,Mexican,7,A,5/12/2015
NEW YORK NICK'S DELI,"1019 Mcdonald Avenue, Brooklyn New York 11230",-73.976952,40.6290173,BROOKLYN,11230,American ,4,A,5/12/2015
FAMILY KITCHEN,"1709 Foster Avenue, Brooklyn New York 11230",-73.9610389,40.6352854,BROOKLYN,11230,Chinese,3,A,5/12/2015
BERKELEY,"437 Madison Avenue, Manhattan New York 10022",-73.975393,40.757365,MANHATTAN,10022,American ,9,A,5/12/2015
DE JA VU,"3322 28 Avenue, Queens New York 11103",-73.9179687,40.7672269,QUEENS,11103,American ,5,A,5/12/2015
EUGENE O'NEILL THEATRE,"230 West 49 Street, Manhattan New York 10019",-73.985756,40.761075,MANHATTAN,10019,American ,8,A,5/12/2015
MCDONALD'S,"101 East 170 Street, Bronx New York 10452",-73.915497,40.83967,BRONX,10452,Hamburgers,7,A,5/12/2015
EL RUMBERO BAR RESTAURANT,"8205 Northern Boulevard, Queens New York 11372",-73.8572637,40.7580222,QUEENS,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A,5/12/2015
CROWN FRIED CHICKEN,"11317 Sutphin Boulevard, Queens New York 11435",-73.7937827,40.6865352,QUEENS,11435,Chicken,7,A,5/12/2015
LIU GARDEN,"560 Wilson Ave, Brooklyn New York 11207",-73.9086291,40.6907695,BROOKLYN,11207,Chinese,4,A,5/12/2015
GOOD LUCKY CHINESE FOOD INC,"256 Marcus Garvey Boulevard, Brooklyn New York 11221",-73.9394432,40.6888247,BROOKLYN,11221,Chinese,9,A,5/12/2015
KABAB CAFE,"2512 Steinway Street, Queens New York 11103",-73.912225,40.7677472,QUEENS,11103,Egyptian,2,A,5/12/2015
THE PALACE THEATER,"1564 Broadway, Manhattan New York 10036",-73.9845512,40.7588889,MANHATTAN,10036,American ,7,A,5/12/2015
YUMMY CITY,"1557 Lexington Avenue, Manhattan New York 10029",-73.94904,40.787961,MANHATTAN,10029,Chinese,13,A,5/12/2015
ALL'ONDA,"22 East 13 Street, Manhattan New York 10003",-73.9931265,40.7347275,MANHATTAN,10003,Italian,21,Z,5/12/2015
YUMMY TACO,"221-07 Jamaica Ave, Queens New York 11428",-73.732973,40.7200074,QUEENS,11428,Tex-Mex,12,A,5/12/2015
WENDY'S,"13350 Whitestone Expy, Queens New York 11354",-73.8357401,40.7688868,QUEENS,11354,Hamburgers,7,A,5/12/2015
ZUM SCHNEIDER,"107109 Avenue C, Manhattan New York 10009",-73.9761638,40.7277341,MANHATTAN,10009,German,12,A,5/12/2015
NEW HARDEE CHINESE RESTAURANT,"130 Wilson Ave, Brooklyn New York 11237",-73.926149,40.700652,BROOKLYN,11237,Chinese,8,A,5/12/2015
RIVERHEAD GENTLEMEN'S CLUB,"4508 Vernon Boulevard, Queens New York 11101",-73.9524969,40.748421,QUEENS,11101,American ,8,A,5/12/2015
L&W OYSTER CO.,"254 5 Avenue, Manhattan New York 10001",-73.9874851,40.7449974,MANHATTAN,10001,American ,10,A,5/12/2015
BUDDA,"1353 Edward L Grant Hwy, Bronx New York 10452",-73.9217213,40.8402141,BRONX,10452,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",17,Z,5/12/2015
WE ARE GEORGIANS,"230 Kings Highway, Brooklyn New York 11223",-73.9822781,40.6052299,BROOKLYN,11223,Russian,7,A,5/12/2015
CROWN FRIED CHICKEN,"1459 Unionport Road, Bronx New York 10462",-73.8556759,40.8354913,BRONX,10462,Chicken,9,A,5/12/2015
DOMINICAN RESTAURANT,"27111 Union Tpke, Queens New York 11040",-73.7029951,40.7521758,QUEENS,11040,Spanish,12,A,5/12/2015
IL FORNO/IRON BAR,"713 8Th Avenue, Manhattan New York 10036",-73.9888315,40.7592179,MANHATTAN,10036,Pizza/Italian,9,A,5/12/2015
STARBUCKS 22420,"425 Lexington Ave, Manhattan New York 10017",-73.9749966,40.7522946,MANHATTAN,10017,Café/Coffee/Tea,11,A,5/12/2015
CHIPOTLE MEXICAN GRILL,"234 5 Avenue, Manhattan New York 10001",-73.9879057,40.7442733,MANHATTAN,10001,Mexican,9,A,5/12/2015
FAT GOOSE,"125 Wythe Avenue, Brooklyn New York 11249",-73.9596167,40.7200363,BROOKLYN,11249,Polish,12,A,5/12/2015
CITI CAFE/ROHATYN ROOM,"881 7Th Ave, Manhattan New York 10019",-73.979897,40.764938,MANHATTAN,10019,American ,10,A,5/12/2015
UNCLE LOUIE G,"8702 3 Avenue, Brooklyn New York 11209",-74.0316543,40.6226908,BROOKLYN,11209,"Ice Cream, Gelato, Yogurt, Ices",8,A,5/12/2015
ARCADE BAKERY,"220 Church St, Manhattan New York 10013",-74.0069287,40.7168991,MANHATTAN,10013,Bakery,4,A,5/12/2015
WENDY'S,"938 8Th Ave, Manhattan New York 10019",-73.9833372,40.7655886,MANHATTAN,10019,Hamburgers,12,A,5/12/2015
BRUINS COFFEE,"1250 Broadway, Manhattan New York 10001",-73.9879627,40.7478473,MANHATTAN,10001,Café/Coffee/Tea,9,A,5/12/2015
COCOA BAR BROOKLYN,"228 7Th Ave, Brooklyn New York 11215",-73.9791518,40.6702211,BROOKLYN,11215,Café/Coffee/Tea,15,Z,5/12/2015
SUBWAY,"9206 4Th Ave, Brooklyn New York 11209",-74.0304744,40.6183286,BROOKLYN,11209,Sandwiches/Salads/Mixed Buffet,7,A,5/12/2015
BEIJING POP KABOB RESTAURANT INC,"122 Mulberry Street, Manhattan New York 10013",-73.997949,40.7178094,MANHATTAN,10013,Chinese,13,A,5/12/2015
BAEKJEONG,"319 5Th Ave, Manhattan New York 10016",-73.9852422,40.7471677,MANHATTAN,10016,Korean,11,A,5/12/2015
BROOKLYN ROASTING WORKS,"50 W. 23Rd Street, Manhattan New York 10010",-73.9918415,40.7421755,MANHATTAN,10010,Café/Coffee/Tea,3,A,5/12/2015
MASAMI,"296 5Th Ave, Brooklyn New York 11215",-73.9827543,40.6737771,BROOKLYN,11215,Asian,12,A,5/12/2015
THE JUICE SHOP,"815 Broadway, Manhattan New York 10003",-73.991478,40.733075,MANHATTAN,10003,"Juice, Smoothies, Fruit Salads",18,Z,5/12/2015
EQUINOX COLUMBUS CIRCLE,"10 Columbus Cir, Manhattan New York 10019",-73.9831903,40.7684251,MANHATTAN,10019,"Juice, Smoothies, Fruit Salads",13,A,5/12/2015
JACQUELINE'S BAKERY RESTAURANT,"1579 Westchester Ave, Bronx New York 10472",-73.8767078,40.8290734,BRONX,10472,Bakery,11,A,5/12/2015
DEE DAA,"668 6Th Ave, Manhattan New York 10010",-73.9936153,40.7413133,MANHATTAN,10010,American ,9,A,5/12/2015
KAY MANMANM RESTAURANT,"21147 Jamaica Ave, Queens New York 11428",-73.7462247,40.7157768,QUEENS,11428,Creole,27,Z,5/12/2015
KIKI'S,"130 Division St, Manhattan New York 10002",-73.9930674,40.7143359,MANHATTAN,10002,Greek,6,A,5/12/2015
DREAM LOUNGE,"210 W 55Th St, Manhattan New York 10019",-73.9819603,40.7644231,MANHATTAN,10019,American ,7,A,5/12/2015
CHIPOTLE MEXICAN GRILL #2375,"906 3Rd Ave, Manhattan New York 10022",-73.968747,40.7588922,MANHATTAN,10022,Tex-Mex,10,A,5/12/2015
ROBATAYA,"231 E 9Th St, Manhattan New York 10003",-73.9877985,40.7296098,MANHATTAN,10003,Japanese,9,A,5/12/2015
LA FOGATA,"1549 Gates Avenue, Brooklyn New York 11237",-73.912436,40.699681,BROOKLYN,11237,Mexican,7,A,5/11/2015
LENNY'S,"66 West 9 Street, Manhattan New York 10011",-73.9988916,40.7339373,MANHATTAN,10011,Sandwiches/Salads/Mixed Buffet,12,A,5/11/2015
JENNIFER CAFE,"67 1 Avenue, Manhattan New York 10003",-73.987292,40.725414,MANHATTAN,10003,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A,5/11/2015
DYKER PARK BAGELS,"713 86 Street, Brooklyn New York 11228",-74.0215292,40.6188596,BROOKLYN,11228,Delicatessen,13,A,5/11/2015
AZALEA,"224 West 51 Street, Manhattan New York 10019",-73.9848896,40.7623132,MANHATTAN,10019,Italian,7,A,5/11/2015
SUBWAY,"2508 Broadway, Manhattan New York 10025",-73.9727279,40.7928619,MANHATTAN,10025,Sandwiches,4,A,5/11/2015
CASA NONNA,"310 West 38 Street, Manhattan New York 10018",-73.9927853,40.7549995,MANHATTAN,10018,Italian,12,A,5/11/2015
CAFE ANGELIQUE,"6870 Bleecker Street, Manhattan New York 10012",-74.0004449,40.7287995,MANHATTAN,10012,Café/Coffee/Tea,9,A,5/11/2015
BARI SANDWICH SHOP,"135 58 Street, Brooklyn New York 11220",-74.0227127,40.6455539,BROOKLYN,11220,Delicatessen,11,A,5/11/2015
PENCIL FACTORY,"142 Franklin Street, Brooklyn New York 11222",-73.957302,40.729759,BROOKLYN,11222,American ,7,A,5/11/2015
THE BRAS & PAIL BAR,"2123 Avenue Z, Brooklyn New York 11235",-73.9475902,40.5888968,BROOKLYN,11235,American ,7,A,5/11/2015
FOREST HILLS SPA,"5921 Calloway Street, Queens New York 11368",-73.8562863,40.7375982,QUEENS,11368,American ,9,A,5/11/2015
TBD BAR,"224 Franklin Street, Brooklyn New York 11222",-73.9580029,40.7333365,BROOKLYN,11222,American ,3,A,5/11/2015
CUCINA & COMPANY,"200 Park Avenue, Manhattan New York 10003",-73.9763468,40.7534175,MANHATTAN,10003,American ,9,A,5/11/2015
LADY M CONFECTIONS (Plaza Hotel 770 5th avenue),"1 West 59 Street, Manhattan New York 10019",-73.9744989,40.7647267,MANHATTAN,10019,Bakery,6,A,5/11/2015
GRAND HAVANA ROOM,"666 5 Avenue, Manhattan New York 10019",-73.9766459,40.7602745,MANHATTAN,10019,American ,13,A,5/11/2015
MARTHA'S COUNTRY BAKERY,"7028 Austin St, Queens New York 11375",-73.8460394,40.7203786,QUEENS,11375,Bakery,12,A,5/11/2015
JAMBA JUICE,"1381 6 Avenue, Manhattan New York 10019",-73.977804,40.7638724,MANHATTAN,10019,"Juice, Smoothies, Fruit Salads",13,A,5/11/2015
NINTH STREET ESPRESSO,"75 9 Avenue, Manhattan New York 10011",-73.9922007,40.7313027,MANHATTAN,10011,Café/Coffee/Tea,2,A,5/11/2015
PARK TOWER MANAGEMENT,"535 Madison Avenue, Manhattan New York 10022",-73.9731882,40.7604954,MANHATTAN,10022,American ,12,A,5/11/2015
HEALTH KING,"526 7 Avenue, Manhattan New York 10018",-73.9888164,40.7538172,MANHATTAN,10018,"Juice, Smoothies, Fruit Salads",9,A,5/11/2015
SUMMER GARDEN,"10 West 50 Street, Manhattan New York 10020",-73.9773801,40.7586046,MANHATTAN,10020,American ,2,A,5/11/2015
MICHAEL JORDAN'S STEAK HOUSE (GRAND CENTRAL STATION),"23 Vanderbilt Avenue, Manhattan New York 10017",-73.9778609,40.7531359,MANHATTAN,10017,Steak,12,A,5/11/2015
SPARKS DELI RESTAURANT,"2831 Borden Avenue, Queens New York 11101",-73.93938,40.7383135,QUEENS,11101,Delicatessen,8,A,5/11/2015
NEW YORK OPEN CENTER,"22 East 30 Street, Manhattan New York 10016",-73.9853793,40.7452624,MANHATTAN,10016,American ,10,A,5/11/2015
VAN DAM DINER,"4555 Van Dam St, Queens New York 11101",-73.9336691,40.7430396,QUEENS,11101,American ,2,A,5/11/2015
SMALL PEACE SOUP & SMOOTHIE,"316 5 Avenue, Manhattan New York 10001",-73.964285,40.794973,MANHATTAN,10001,"Juice, Smoothies, Fruit Salads",7,A,5/11/2015
THE BIG APPLE (RITZ CARLTON HOTEL EMPLOYEE CAFETERIA),"50 Central Park South, Manhattan New York 10019",-73.963349,40.796089,MANHATTAN,10019,American ,10,A,5/11/2015
JACQUES TORRES CHOCOLATE,"30 Rockefeller Plaza, Manhattan New York 10112",-73.9793564,40.7589426,MANHATTAN,10112,American ,13,A,5/11/2015
HAAGEN DAZS,"55 East 8 Street, Manhattan New York 10003",-73.9934292,40.7311439,MANHATTAN,10003,"Ice Cream, Gelato, Yogurt, Ices",7,A,5/11/2015
UNCLE LOUIE G,"341 Graham Avenue, Brooklyn New York 11211",-73.9446227,40.714767,BROOKLYN,11211,"Ice Cream, Gelato, Yogurt, Ices",5,A,5/11/2015
HAPPY JOY,"760 10 Avenue, Manhattan New York 10019",-73.9907856,40.765615,MANHATTAN,10019,Chinese,9,A,5/11/2015
MBJ CAFETERIA/LAGUARDIA COMMUNITY COLLEGE,"3110 Thomson Avenue, Queens New York 11101",-73.9350126,40.7439997,QUEENS,11101,American ,7,A,5/11/2015
QUEEN BEE'S TAVERN,"3023 Church Avenue, Brooklyn New York 11226",-73.9487598,40.6509995,BROOKLYN,11226,American ,7,A,5/11/2015
CINEMA VILLAGE,"22 East 12 Street, Manhattan New York 10003",-73.99343,40.733942,MANHATTAN,10003,American ,2,A,5/11/2015
MAY FLOWER NO.1 CHINESE RESTAURANT,"1116 Castleton Avenue, Staten Island New York 10310",-74.1197654,40.634247,STATEN ISLAND,10310,Chinese,11,A,5/11/2015
DUNKIN DONUTS/HUDSON NEWSG,"2 Pennsylvania Plaza, Manhattan New York 10001",-73.9922026,40.7500719,MANHATTAN,10001,American ,10,A,5/11/2015
ESPRESSO 77,"410 7Th Ave, Brooklyn New York 11215",-73.9838506,40.6644005,BROOKLYN,11215,Café/Coffee/Tea,4,A,5/11/2015
TORST,"615 Manhattan Avenue, Brooklyn New York 11222",-73.9508205,40.723414,BROOKLYN,11222,American ,10,A,5/11/2015
TABOO,"408 8 Avenue, Manhattan New York 10001",-73.9948113,40.7498189,MANHATTAN,10001,American ,12,A,5/11/2015
JAMBA JUICE,"30 Rockefeller Plaza, Manhattan New York 10112",-73.9793564,40.7589426,MANHATTAN,10112,American ,5,A,5/11/2015
NINJA BUBBLE TEA,"220 36 Street, Brooklyn New York 11232",-74.0084111,40.656469,BROOKLYN,11232,Café/Coffee/Tea,13,A,5/11/2015
SOCIALE,"72 Henry St, Brooklyn New York 11201",-73.9925669,40.698697,BROOKLYN,11201,Italian,10,A,5/11/2015
CONDE NAST,"1 World Trade Center, Manhattan New York 10048",-74.013169,40.713008,MANHATTAN,10048,American ,9,A,5/11/2015
BAMBOO TROPICAL,"5913 71St Ave, Queens New York 11385",-73.899393,40.700824,QUEENS,11385,"Juice, Smoothies, Fruit Salads",9,A,5/11/2015
G&B TERMINAL DELI,"22 Brooklyn Terminal Market, Brooklyn New York 11236",-73.9441579,40.6781784,BROOKLYN,11236,Delicatessen,11,A,5/11/2015
CARIBBEAN GRILL RESTAURANT,"6393 Broadway, Bronx New York 10471",-73.8967085,40.9028026,BRONX,10471,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A,5/11/2015
BLUESTONE LANE COFFEE,"30 Broad, Manhattan New York 10004",-74.0115346,40.7061121,MANHATTAN,10004,Café/Coffee/Tea,5,A,5/11/2015
21 SHANGHAI HOUSE,"21 Division Street, Manhattan New York 10002",-73.9964131,40.7139345,MANHATTAN,10002,Chinese,11,A,5/11/2015
VEGETARIAN CHOICE RESTAURANT,"804 Nostrand Avenue, Brooklyn New York 11216",-73.950633,40.671214,BROOKLYN,11216,Vegetarian,13,A,5/11/2015
VIVI BUBBLE TEA,"65 W 8Th St, Manhattan New York 10011",-73.9992308,40.7334684,MANHATTAN,10011,Chinese,9,A,5/11/2015
SUBWAY,"530 Conduit Blvd, Brooklyn New York 11208",-73.869594,40.6769624,BROOKLYN,11208,Sandwiches,12,A,5/11/2015
KIABACCA PIZZA AND BEER,"639 10Th Ave, Manhattan New York 10036",-73.994264,40.761848,MANHATTAN,10036,American ,12,A,5/11/2015
JUICE AMMIEL,"563 Throop Ave, Brooklyn New York 11216",-73.9407152,40.6826735,BROOKLYN,11216,"Juice, Smoothies, Fruit Salads",10,A,5/11/2015
GREEN GARDEN,"752 Forest Ave, Staten Island New York 10310",-74.1142356,40.6289343,STATEN ISLAND,10310,Chinese,10,A,5/11/2015
CHIKA,"814 Nostrand Ave, Brooklyn New York 11216",-73.9504177,40.6708567,BROOKLYN,11216,Mexican,9,A,5/11/2015
INDIKITCH,"940 8Th Ave, Manhattan New York 10019",-73.9832353,40.7656633,MANHATTAN,10019,Indian,27,Z,5/11/2015
MANNA'S SOUL FOOD RESTAURANT,"486 Lenox Ave, Manhattan New York 10037",-73.9411242,40.8135866,MANHATTAN,10037,Soul Food,25,Z,5/11/2015
PAPA JOHNS,"189 Avenue U, Brooklyn New York 11223",-73.9770256,40.5967296,BROOKLYN,11223,Pizza,5,A,5/11/2015
MEE NOODLE SHOP,"795 9Th Ave, Manhattan New York 10019",-73.987916,40.7653729,MANHATTAN,10019,Chinese,26,Z,5/11/2015
GABRIELA'S TAQUERIA,"700 8Th Ave, Manhattan New York 10036",-73.9882825,40.7587404,MANHATTAN,10036,Mexican,9,A,5/11/2015
SAFFRON GARDEN,"4611 Skillman Ave, Queens New York 11104",-73.9176936,40.7466788,QUEENS,11104,Indian,12,A,5/11/2015
THE LATE LATE,"159 E Houston St, Manhattan New York 10002",-73.989091,40.7228373,MANHATTAN,10002,American ,10,A,5/11/2015
MADMAN ESPRESSO,"336 W 37Th St, Manhattan New York 10018",-73.9938982,40.7547177,MANHATTAN,10018,Café/Coffee/Tea,30,Z,5/11/2015
FRESHBITES,"56 E 34Th St, Manhattan New York 10016",-73.9822438,40.747196,MANHATTAN,10016,American ,9,A,5/11/2015
LUCKY STAR KITCHEN,"809 Astoria Blvd, Queens New York 11102",-73.9063828,40.7681372,QUEENS,11102,Chinese,9,A,5/11/2015
CHIPOTLE NEXICAN GRILL #2309,"193 W 237Th St, Bronx New York 10463",-73.8999482,40.884355,BRONX,10463,Mexican,9,A,5/11/2015
CROWN CHICKEN & BISCUIT,"152 Rockaway Ave, Brooklyn New York 11233",-73.9109317,40.6780014,BROOKLYN,11233,Chicken,2,A,5/11/2015
CABLITO,"13 Essex St, Manhattan New York 10002",-73.990259,40.715183,MANHATTAN,10002,Mexican,2,A,5/11/2015
VIDA SALUDABLE,"737 Myrtle Ave, Brooklyn New York 11205",-73.953244,40.6950424,BROOKLYN,11205,Other,2,A,5/11/2015
